id,title,cashback_percent,category,category_id,region,region_id,address,phone,website,image_url,body_html
1934,Anadolu Restaurant,5,Kafe və restoran,1650,,,Puşkin küçəsi 5,+994124980102,https://www.instagram.com/bakuanadolurestaurant/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/anadolu-restaurant-90x90px.jpg,"<p>Puşkin küçəsi 5</p> <p>Tel: +994124980102</p> <p><a href=""https://www.instagram.com/bakuanadolurestaurant/"">Ətraflı burada</a></p>"
1937,Zakura Baku,3,Kafe və restoran,1650,,,,,https://www.instagram.com/zakura.baku/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/zakura-90x90px.jpg,"<p>Tel: *4004</p> <p><a href=""https://www.instagram.com/zakura.baku/"">Ətraflı burada</a></p>"
1941,Taurus Coffee,5,Kofe,1664,,,İnşaatçılar pr.11A,,https://www.instagram.com/tauruscooffee/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/taurus-coffee-90x90px.jpg,"<p>İnşaatçılar pr.11A</p> <p><a href=""https://www.instagram.com/tauruscooffee/"">Ətraflı burada</a></p>"
1942,Nadema Boutique,5,Geyim və aksesuarlar,1649,,,"Sumqayıt şəhəri,Sülh küçəsi,30-cu məh",+994556023505,https://www.instagram.com/nadema_butik/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/nadema-boutique-90x90px.jpg,"<p>Sumqayıt şəhəri,Sülh küçəsi,30-cu məh</p> <p>Tel: +994556023505</p> <p><a href=""https://www.instagram.com/nadema_butik/"">Ətraflı burada</a></p>"
1945,Yurd Hotel,5,Turizm və hotellər,1660,,,"Qax rayonu, İlisu kəndi",+994702504575,https://www.instagram.com/yurdhotelqakh/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/yurd-hotel-90x90px.jpg,"<p>Qax rayonu, İlisu kəndi</p> <p>Tel: +994702504575</p> <p><a href=""https://www.instagram.com/yurdhotelqakh/"">Ətraflı burada</a></p>"
1946,El Resort,5,Turizm və hotellər,1660,,,"Qax rayonu, İlisu kəndi",+994704455202,https://www.instagram.com/elresortqakhhotel/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/buta-chai-house-krevoy-150x150px-002.jpg,"<p>Qax rayonu, İlisu kəndi</p> <p>Tel: +994704455202</p> <p><a href=""https://www.instagram.com/elresortqakhhotel/"">Ətraflı burada</a></p>"
1947,Novbahar Restoran,3,Kafe və restoran,1650,,,3A Koroğlu Rəhimov,+994774449907,https://www.instagram.com/novbahar.baku/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/novbahar-90x90px.jpg,"<p>3A Koroğlu Rəhimov</p> <p>Tel: +994774449907</p> <p><a href=""https://www.instagram.com/novbahar.baku/"">Ətraflı burada</a></p>"
1948,Kotanlı Restaurant,5,Kafe və restoran,1650,,,Azadlıq Prospekti 156,+994707797979,https://www.instagram.com/kotanli_restaurant/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/kotanli-restorani-90x90px.jpg,"<p>Azadlıq Prospekti 156</p> <p>Tel: +994707797979</p> <p><a href=""https://www.instagram.com/kotanli_restaurant/"">Ətraflı burada</a></p>"
1949,Pancho's Mexican Foods,10,Kafe və restoran,1650,,,154 Lev Tolstoy,+994554467700,https://www.instagram.com/panchos_mexican_food/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/panchos-90x90px.jpg,"<p>154 Lev Tolstoy</p> <p>Tel: +994554467700</p> <p><a href=""https://www.instagram.com/panchos_mexican_food/"">Ətraflı burada</a></p>"
1950,Legenda Restaurant,5,Kafe və restoran,1650,,,,+994507225396,https://www.instagram.com/legendahall_music/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/legenda-msuic-hall-logo-90x90px.jpg,"<p>Əhmədli,Telnov 14</p> <p>Tel: +994507225396</p> <p><a href=""https://www.instagram.com/legendahall_music/"">Ətraflı burada</a></p>"
1951,Avrasiya Hospital,5,Səhiyyə xidməti və aptek,1662,,,"Bakı ş, Ak. Həsən Əliyev küç. 15",,https://www.instagram.com/avrasiya_hospital/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/avrasiya-logo-90x90px.jpg,"<p>Bakı ş, Ak. Həsən Əliyev küç. 15</p> <p>Tel: *1116</p> <p><a href=""https://www.instagram.com/avrasiya_hospital/"">Ətraflı burada</a></p>"
1964,Coffee MİA,10,Kofe,1664,,,Nəsimi rayonu Abbas Səhhət küçəsi 6 A,+994993089400,https://www.instagram.com/coffeemiabaku/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/coffeemia90x90.jpg,"<p>Nəsimi rayonu Abbas Səhhət küçəsi 6 A</p> <p>Tel: +994993089400</p> <p><a href=""https://www.instagram.com/coffeemiabaku/"">Ətraflı burada</a></p>"
1966,Nefaa Cleaning,15,Digər,1639,,,8-ci mkr Əcəmi Naxçivani 6,+994505558803,https://www.instagram.com/nefaa_clean/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/nefaa-cleaning90x90.jpg,"<p>8-ci mkr Əcəmi Naxçivani 6</p> <p>Tel: +994505558803</p> <p><a href=""https://www.instagram.com/nefaa_clean/"">Ətraflı burada</a></p>"
1967,Garderob,10,Geyim və aksesuarlar,1649,Şəki,2195,Şəki şəhəri Sabit Rəhman küçəsi,+994557551125,https://www.instagram.com/garderobe_sheki/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/garderob-sheki90x90.jpg,"<p>Şəki şəhəri Sabit Rəhman küçəsi</p> <p>Tel: +994557551125</p> <p><a href=""https://www.instagram.com/garderobe_sheki/"">Ətraflı burada</a></p>"
1969,American Waffle,5,Kafe və restoran,1650,,,"Xətai rayonu,Blue Mall 2-ci mərtəbə",+994504002024,https://www.instagram.com/americanwafflebaku/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/american90x90.jpg,"<p>Xətai rayonu,Blue Mall 2-ci mərtəbə</p> <p>Tel: +994504002024</p> <p><a href=""https://www.instagram.com/americanwafflebaku/"">Ətraflı burada</a></p>"
1972,Calipso Restaurant,5,Kafe və restoran,1650,,,"Nəsimi rayonu, Rəşid Behbudov 31A",+994502211242,https://www.instagram.com/calipso_restaurant/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/calipso-restaurant90x90.jpg,"<p>Nəsimi rayonu, Rəşid Behbudov 31A</p> <p>Tel: +994502211242</p> <p><a href=""https://www.instagram.com/calipso_restaurant/"">Ətraflı burada</a></p>"
2033,Coffeelier Coffee&Coworking,5,Kofe,1664,,,"Ünvan &nbsp;: Azərbaycan prospekti 16, Sumqayıt",+994709033733,https://www.instagram.com/coffeelier.az/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/coffeelier-150px.png,"<p>Ünvan &nbsp;: Azərbaycan prospekti 16, Sumqayıt</p> <p>Tel: +994709033733</p> <p><a href=""https://www.instagram.com/coffeelier.az/"">Ətraflı burada</a></p>"
2034,AisHa Studio Baku,5,Gözəllik və sağlamlıq,1651,,,Ünvan &nbsp;: Olimpic&nbsp;Starın yanı(Çəmənzəminli Ofis),+994772440444,https://www.instagram.com/aishastudiobaku/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/aisha-150px.png,"<p>Ünvan &nbsp;: Olimpic&nbsp;Starın yanı(Çəmənzəminli Ofis)</p> <p>Tel: +994772440444</p> <p><a href=""https://www.instagram.com/aishastudiobaku/"">Ətraflı burada</a></p>"
2041,Rivoli Café,10,Kafe və restoran,1650,,,"Ünvan &nbsp;: Bakı şəhəri, Kövkəb Səfərəliyeva 28",+9940506003200,https://www.instagram.com/rivolicafebaku/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/rivoli-150px-002.jpg,"<p>Ünvan &nbsp;: Bakı şəhəri, Kövkəb Səfərəliyeva 28</p> <p>Tel: +9940506003200</p> <p><a href=""https://www.instagram.com/rivolicafebaku/"">Ətraflı burada</a></p>"
2044,Milli Book Cafe,5,Kafe və restoran,1650,,,"Ünvan &nbsp;: Həmzə Babaşov küç., 5N",+994709239000; +994553555453,https://www.instagram.com/millibookcafe/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/mbc-150px-terefdash.jpg,"<p>Ünvan &nbsp;: Həmzə Babaşov küç., 5N</p> <p>Ünvan 2:&nbsp;Ceyhun Hacıbəyli küç., 31</p> <p>Tel: +994709239000</p> <p>+994553555453</p> <p><a href=""https://www.instagram.com/millibookcafe/"">Ətraflı burada</a></p>"
2045,Brew Bistro,5,Kafe və restoran,1650,,,"Ünvan &nbsp;: Bakı şəhəri, Kövkəb Səfərəliyeva 28&nbsp;",+9944777247876,https://www.instagram.com/brewbistro/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/375329414-808290871083545-6190492967068670418-n.png,"<p>Ünvan &nbsp;: Bakı şəhəri, Kövkəb Səfərəliyeva 28&nbsp;</p> <p>Tel:&nbsp;+9944777247876</p> <p><a href=""https://www.instagram.com/brewbistro/"">Ətraflı burada</a></p>"
2062,La Luna Coffee and Bakery,5,,,,,"Bakı şəh., Neftçilər pr., 117,&nbsp; Crescent Mall",+994(50) 999 22 66,https://www.instagram.com/laluna.baku/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/la-luna.png,"<p><span style=""color:#474747"">Bakı şəh., Neftçilər pr., 117,&nbsp;</span><span style=""color:#4d5156"">Crescent Mall</span></p> <p><span><span><span>Tel.: <span style=""background-color:white""><span style=""color:black"">+994(50) 999 22 66</span></span></span></span></span></p> <p><a href=""https://www.instagram.com/laluna.baku/"">Ətraflı burada</a></p>"
2085,XG book-coffee-meetup,5,,,,,"Bakı şəh., S.Vurğun küç., 36",,https://www.instagram.com/xgclub/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/xg-150px-terefdash.png,"<p>Bakı şəh., S.Vurğun küç., 36</p> <p>Tel.: +994&nbsp;10&nbsp;212 59 99</p> <p><a href=""https://www.instagram.com/xgclub/"">Ətraflı burada</a></p>"
2086,Coffee Moffie,5,Kafe və restoran,1650,Bakı,1644,"Bakı şəh., İslam Səfərli, 9",+994 50 964 18 80,https://www.instagram.com/coffeemoffie/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/coffee-moffee-logo-150px-002.jpg,"<p>Bakı şəh., İslam Səfərli, 9</p> <p>Tel.: +994 50 964 18 80</p> <p><a href=""https://www.instagram.com/coffeemoffie/"">Ətraflı burada</a></p> <p>&nbsp;</p>"
2097,AZEROBOT EDUCATİON,10,Təhsil və kitab mağazaları,1654,Bakı,1644,"Bakı şəhəri, &nbsp;Xəqani küç., 59B",+994 51 215 05 21; +994 51 215 05 22,https://www.instagram.com/azerobot.az/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/azerobot-150px.jpg,"<p>Bakı şəhəri, &nbsp;Xəqani küç., 59B</p> <p>Tel.: +994 51 215 05 21&nbsp; &nbsp; &nbsp;+994 51 215 05 22</p> <p><a href=""https://www.instagram.com/azerobot.az/"">Ətraflı burada</a></p> <p>&nbsp;</p>"
2098,Café Lavin,5,Kofe,1664,,,"Ağ şəhər, 2-ci Yaşıl Ada, 3-cü Şərq küçəsi",+994 51 666 60 05,https://www.instagram.com/cafelavinbaku/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/cafe-150px.jpg,"<p>Ağ şəhər, 2-ci Yaşıl Ada, 3-cü Şərq küçəsi</p> <p>Tel.: +994 51 666 60 05</p> <p><a href=""https://www.instagram.com/cafelavinbaku/"">Ətraflı burada</a></p> <p>&nbsp;</p>"
2099,Coffee Step,10,Kofe,1664,,,"Globus center, Bakı, Azərbaycan",+994 50 449 04 46,https://www.instagram.com/coffeestep.app/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/coffeestep-loqo-150px.jpg,"<p>Globus center, Bakı, Azərbaycan</p> <p>Tel.: +994 50 449 04 46</p> <p><a href=""https://www.instagram.com/coffeestep.app/"">Ətraflı burada</a></p> <p>&nbsp;</p>"
2100,AZ Akadem MMC,5,Təhsil və kitab mağazaları,1654,,,"Bakı şəh.,Faiq Yusifov 24A",+994 55 232 90 40; +994 50 339 90 40; +994 12 567 83 74,https://www.instagram.com/tibb_kursu_/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/az-akadem-150px.jpg,"<p>Bakı şəh.,Faiq Yusifov 24A</p> <p>Bakı şəh., Əliyar Əliyev 26</p> <p>Tel.: +994 55 232 90 40&nbsp; +994 50 339 90 40&nbsp; +994 12 567 83 74</p> <p><a href=""https://www.instagram.com/tibb_kursu_/"">Ətraflı burada</a></p> <p>&nbsp;</p>"
2104,TUT Restoran,10,Kafe və restoran,1650,Bakı,1644,Şirin Mirzəyev və Mehdi Abbasov küç kəsişməsi (Planet Şadlıq sarayının yanı),+994 50 511 50 50,https://www.instagram.com/tut_mulbeery/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/150-0.jpg,"<p>Şirin Mirzəyev və Mehdi Abbasov küç kəsişməsi (Planet Şadlıq sarayının yanı)</p> <p>Tel.: +994 50 511 50 50</p> <p><a href=""https://www.instagram.com/tut_mulbeery/"">Ətraflı burada</a></p> <p>&nbsp;</p>"
2105,Hayal-Et Restoranı,10,Kafe və restoran,1650,,,"Məmmədəli Şərifli küçəsi, 47, Baku, Azerbaijan",+994 55 409 02 46; +994 55 409 05 78; +994 12 441 06 13,https://www.instagram.com/hayal_et_sadliq_banket_hal/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/hayal-et-loqo-150-0.jpg,"<p>Məmmədəli Şərifli küçəsi, 47, Baku, Azerbaijan</p> <p>Tel.: +994 55 409 02 46 +994 55 409 05 78&nbsp; &nbsp;+994 12 441 06 13</p> <p><a href=""https://www.instagram.com/hayal_et_sadliq_banket_hal/"">Ətraflı burada</a></p> <p>&nbsp;</p>"
2107,Book Mall,5,Kafe və restoran,1650,,,"Əlövsət Quliyev küçəsi, 128, Bakı şəhəri",+994 50 351 08 15,https://www.instagram.com/bookmall/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/bookmall-150.png,"<p>Əlövsət Quliyev küçəsi, 128, Bakı şəhəri</p> <p>Tel.: +994 50 351 08 15</p> <p><a href=""https://www.instagram.com/bookmall/"">Ətraflı burada</a></p> <p>&nbsp;</p>"
2109,Lampare Restaurant,5,Kafe və restoran,1650,Bakı,1644,"Salyan şosesi, Şıxov",+994 77 500 00 55,https://www.instagram.com/lampare_restaurant/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/lampare-r-150-0.jpg,"<p>Salyan şosesi, Şıxov</p> <p>Tel.: +994 77 500 00 55</p> <p><a href=""https://www.instagram.com/lampare_restaurant/"">Ətraflı burada</a></p> <p>&nbsp;</p>"
2110,Tanin Wine and Coffee,7,Kafe və restoran,1650,Bakı,1644,"Yusif Məmmədəliyev 20, Bakı şəhəri",+994 51 515 87 03,https://www.instagram.com/taninwineandcoffee/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/taninwineandcoffee-150.jpg,"<p>Yusif Məmmədəliyev 20, Bakı şəhəri</p> <p>Tel.: +994 51 515 87 03</p> <p><a href=""https://www.instagram.com/taninwineandcoffee/"">Ətraflı burada</a></p> <p>&nbsp;</p>"
2114,Fıstıq,5,Qida və içkilər,1659,Sumqayıt,2057,"Sumqayıt şəhəri, Yeni Bulvar",+994 10 310 00 89,https://www.instagram.com/fistiq_azerbaijan/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/fistiq-150.jpg,"<p><span><span><span><span>Sumqayıt şəhəri, Yeni Bulvar</span></span></span></span></p> <p>Tel.: +994 10 310 00 89</p> <p><a href=""https://www.instagram.com/fistiq_azerbaijan/"">Ətraflı burada</a></p> <p>&nbsp;</p>"
2120,Chocolatier Baku,7,Kofe,1664,Bakı,1644,"Bakı şəhəri, Səbail rayonu, H.Z.Tağıyev 10",,https://www.instagram.com/chocolatier.baku/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/chocolatier-loqo-150.jpg,"<p>Bakı şəhəri, Səbail rayonu, H.Z.Tağıyev 10</p> <p>Telefon: +994 50&nbsp;515 26 66</p> <p><a href=""https://www.instagram.com/chocolatier.baku/"">Ətraflı burada</a></p> <p>&nbsp;</p>"
2122,La Crème Café,5,Kafe və restoran,1650,Bakı,1644,"Bakı şəhəri, Bünyad Sərdarov 14",,https://www.instagram.com/la.creme.cafe/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/la-creme-loqo-150.jpg,"<p>Bakı şəhəri, Bünyad Sərdarov 14</p> <p>Telefon: +994 55&nbsp;583 69 53</p> <p><a href=""https://www.instagram.com/la.creme.cafe/"">Ətraflı burada</a></p> <p>&nbsp;</p>"
2141,Safrani Restoran,7,Kafe və restoran,1650,Bakı,1644,"Bakı şəhəri, Bakıxanov küçəsi, 29",,https://www.instagram.com/safranibaku/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/safrani-150.jpg,"<p>Bakı şəhəri, Bakıxanov küçəsi, 29</p> <p>Telefon: +994 50&nbsp;888 29 92</p> <p><a href=""https://www.instagram.com/safranibaku/"">Ətraflı burada</a></p> <p>&nbsp;</p>"
2144,Royacademy,7,Təhsil və kitab mağazaları,1654,Bakı,1644,"Bakı şəh., Gəncə pr.54, Xətai Park&nbsp;Y/K Blok 52A",+994105111248,https://www.instagram.com/royacademy.az/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/royacademy-loqo-150.jpg,"<p>Bakı şəh., Gəncə pr.54, Xətai Park&nbsp;Y/K Blok 52A</p> <p>Telefon: +994105111248</p> <p><a href=""https://www.instagram.com/royacademy.az/"">Ətraflı burada</a></p> <p>&nbsp;</p>"
2159,SYMPHONY FLOWERS,5,Gül və hədiyyələr,1658,Bakı,1644,"Bakı şəh., Neapol 5",+994502002911,https://www.instagram.com/symphony_flowers_/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/symphony-loqo-150.jpg,"<p>Bakı şəh., Neapol 5</p> <p>Telefon: +994502002911</p> <p><a href=""https://www.instagram.com/symphony_flowers_/"">Ətraflı burada</a></p> <p>&nbsp;</p>"
2160,Babil Restaurant,5,Kafe və restoran,1650,Bakı,1644,"Bakı şəhəri, Tərlan Əliyarbəyov 11",+994 51 400 00 03,https://www.instagram.com/babilrestaurant.az/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/babil-150.jpg,"<p><span><span><span>Bakı şəhəri, Tərlan Əliyarbəyov 11</span></span></span></p> <p>Telefon: +994 51 400 00 03</p> <p><a href=""https://www.instagram.com/babilrestaurant.az/"">Ətraflı burada</a></p> <p>&nbsp;</p>"
2174,RZ Flowers,8,Gül və hədiyyələr,1658,Bakı,1644,"Bakı şəhəri, Nəriman Nərimanov r., Ağa Nemətulla 75",+994 70 213 45 25,https://www.instagram.com/rzflowers.az/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/rz-flowers-150.jpg,"<p>Bakı şəhəri, Nəriman Nərimanov r., Ağa Nemətulla 75</p> <p>Telefon: +994 70 213 45 25</p> <p><a href=""https://www.instagram.com/rzflowers.az/"">Ətraflı burada</a></p> <p>&nbsp;</p>"
2175,Fly Burger,5,Kafe və restoran,1650,Bakı,1644,"Bakı şəhəri, Rəsul Rza 15B",+994 55 464 77 08,https://www.instagram.com/fontanacafe.az/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/flyburger-150.jpg,"<p>Bakı şəhəri, Rəsul Rza 15B</p> <p>Telefon: <span><span><span>+994 55 464 77 08 </span></span></span></p> <p><a href=""https://www.instagram.com/fontanacafe.az/"">Ətraflı burada</a></p> <p>&nbsp;</p>"
2177,Elux Barbershop,10,Gözəllik və sağlamlıq,1651,Bakı,1644,"Bakı şəhəri, Nəsibbəy Yusifbəyli 82A",+994 70 807 70 78,https://www.instagram.com/elux.barbershop/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/elux-barbershop-150.jpg,"<p><span><span><span>Bakı şəhəri, Nəsibbəy Yusifbəyli 82A</span></span></span></p> <p>Telefon: +994 70 807 70 78</p> <p><a href=""https://www.instagram.com/elux.barbershop/"">Ətraflı burada</a></p> <p>&nbsp;</p>"
2178,DAD Kamaloğlu,5,Kafe və restoran,1650,Bakı,1644,"Bakı şəhəri, Ağ şəhər, Mərkəzi Bulvar küç.6",+994 99 525 00 03,https://www.instagram.com/dad.kamaloglu/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/dad-kamaloglu-150.jpg,"<p><span><span><span>Bakı şəhəri, Ağ şəhər, Mərkəzi Bulvar küç.6</span></span></span></p> <p>Telefon: <span><span><span>+994 99 525 00 03 </span></span></span></p> <p><a href=""https://www.instagram.com/dad.kamaloglu/"">Ətraflı burada</a></p> <p>&nbsp;</p>"
2179,In Vogue Beauty Studio,5,Gözəllik və sağlamlıq,1651,Bakı,1644,"Bakı şəhəri, Azadlıq Pr.70",+994 70 441 44 81; +994 55 655 01 11,https://www.instagram.com/invoguebaku/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/invoguebaku-150.jpg,"<p>Bakı şəhəri, Azadlıq Pr.70</p> <p>Telefon: +994 70 441 44 81&nbsp;&nbsp;&nbsp; +994 55 655 01 11&nbsp;</p> <p><a href=""https://www.instagram.com/invoguebaku/"">Ətraflı burada</a></p> <p>&nbsp;</p>"
2188,Coffee Delight,5,Kofe,1664,Bakı,1644,"Bakı şəhəri, Sabunçu ray., Bakıxanov qəs., Səmədağa Mehmandarov 23",+994 51 749 78 36,https://www.instagram.com/coffeedelightbaku/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/coffeedelight-150.jpg,"<p><span><span><span>Bakı şəhəri, Sabunçu ray., Bakıxanov qəs., Səmədağa Mehmandarov 23</span></span></span></p> <p>Telefon: +994 51 749 78 36</p> <p><a href=""https://www.instagram.com/coffeedelightbaku/"">Ətraflı burada</a></p> <p>&nbsp;</p>"
2206,Your Sushi,5,Kafe və restoran,1650,Bakı,1644,"Bakı şəh., 169 Azər Əliyev",+994 10 717 43 43,https://www.instagram.com/yoursushi/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/your-sushi-150.jpg,"<p>Bakı şəh., 169 Azər Əliyev</p> <p>Telefon: +994 10 717 43 43</p> <p><a href=""https://www.instagram.com/yoursushi/"">Ətraflı burada</a></p> <p>&nbsp;</p>"
2207,Porto Pizza,5,Kafe və restoran,1650,Bakı,1644,"Bakı şəh., 13 Bəşir Səfəroğlu küç.",+994 99 755 00 00,https://www.instagram.com/portopizza.az/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/porto-pizza-150.jpg,"<p><span><span><span>Bakı şəh., 13 Bəşir Səfəroğlu küç.</span></span></span></p> <p>Telefon: +994 99 755 00 00</p> <p><a href=""https://www.instagram.com/portopizza.az/"">Ətraflı burada</a></p> <p>&nbsp;</p>"
2212,The Story Café,4,Kafe və restoran,1650,Bakı,1644,"Bakı şəhəri, Azərbaycan pr.9",+994 50 351 16 43,https://www.instagram.com/thestory.cafe24/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/the-story-cafe-150.jpg,"<p><span><span><span>Bakı şəhəri, Azərbaycan pr.9</span></span></span></p> <p>Telefon: +994 50 351 16 43</p> <p><a href=""https://www.instagram.com/thestory.cafe24/"">Ətraflı burada</a></p> <p>&nbsp;</p>"
2213,Rose Bomb,10,Gül və hədiyyələr,1658,Bakı,1644,"Bakı şəhəri, Mir Cəlal 65",+994516200966,https://www.instagram.com/rosebomb.az/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/rose-bomb-150.jpg,"<p>Bakı şəhəri, Mir Cəlal 65</p> <p>Telefon: +994516200966</p> <p><a href=""https://www.instagram.com/rosebomb.az/"">Ətraflı burada</a></p> <p>&nbsp;</p>"
2229,Toliroll Sushi,10,Kafe və restoran,1650,Masallı,2196,"Masallı ray.,Seybətin dairəsi &nbsp;&nbsp;",+994 70 850 05 01,https://www.instagram.com/tolirollsushi/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/img-0290-150-002.jpg,"<p>Masallı ray.,Seybətin dairəsi &nbsp;&nbsp;</p> <p>Telefon: +994 70 850 05 01</p> <p><a href=""https://www.instagram.com/tolirollsushi/"">Ətraflı burada</a></p> <p>&nbsp;</p>"
2255,Memorial Hospital,7,Səhiyyə xidməti və aptek,1662,Bakı,1644,"Bakı şəhəri, Zaur Nudirəliyev 79 &nbsp;&nbsp;",,https://www.instagram.com/memorialhospital.az/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/memorial-hospital-photo-150.jpg,"<p>Bakı şəhəri, Zaur Nudirəliyev 79 &nbsp;&nbsp;</p> <p>Telefon: +994 55&nbsp;410 10 50</p> <p><a href=""https://www.instagram.com/memorialhospital.az/"">Ətraflı burada</a></p> <p>&nbsp;</p>"
2274,Re-Taş İnşaat Market,10,Tikinti,2279,Bakı,1644,"Bakı şəhəri, Azadlıq pr. 163",+994 12 562 17 47,https://www.instagram.com/re_tas_insaatmarket?igsh=ZGRsZGZqcjBmeXps,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/retas-150.jpg,"<p>Bakı şəhəri, Azadlıq pr. 163</p> <p>Telefon: +994 12 562 17 47</p> <p><a href=""https://www.instagram.com/re_tas_insaatmarket?igsh=ZGRsZGZqcjBmeXps"">Ətraflı burada</a></p> <p>&nbsp;</p>"
2276,Red Electronics,7,Elektronika və məişət texnikası,1655,İsmayıllı,2189,"İsmayıllı şəhəri, M.F.Axundov küç. 16A",+994 55 489 00 66,https://www.instagram.com/redelectronics.az?igsh=cGQ4emwycXBodGZi,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/red-electronics-logo-150.jpg,"<p>İsmayıllı şəhəri, M.F.Axundov küç. 16A</p> <p>Hacıqabul şəhəri, H.Həmidov küç.5</p> <p>Zaqatala şəhəri, Faiq Əmirov küç.</p> <p>Telefon: +994 55 489 00 66</p> <p><a href=""https://www.instagram.com/redelectronics.az?igsh=cGQ4emwycXBodGZi"">Ətraflı burada</a></p> <p>&nbsp;</p>"
2278,Paus Coffee&Tea House,15,Kofe,1664,Lənkəran,2193,"Lənkəran şəhəri, Qala Xiyabani ev 13",+994 50 864 44 10,https://www.instagram.com/pausbrewing/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/paus-150.jpg,"<p>Lənkəran şəhəri, Qala Xiyabani ev 13</p> <p>Telefon: +994 50 864 44 10</p> <p><a href=""https://www.instagram.com/pausbrewing/"">Ətraflı burada</a></p> <p>&nbsp;</p>"
2280,Lighthouse Coffeeshop,10,Kofe,1664,Lənkəran,2193,"Lənkəran şəhəri, Həzi Aslanov xiyabanı",+994 99 888 90 80,https://www.instagram.com/lighthouse_coffeeshop/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/light-150.jpg,"<p>Lənkəran şəhəri, Həzi Aslanov xiyabanı</p> <p>Telefon: +994 99 888 90 80</p> <p><a href=""https://www.instagram.com/lighthouse_coffeeshop/"">Ətraflı burada</a></p> <p>&nbsp;</p>"
2282,MilaBrush Azerbaijan,5,Onlayn xidmətlər,1653,Bakı,1644,Online ticarət platforması,+994 70 222 88 25,https://www.instagram.com/milabrush.az/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/milabrush-loqo-150.jpg,"<p>Online ticarət platforması</p> <p>Telefon: +994 70 222 88 25</p> <p><a href=""https://www.instagram.com/milabrush.az/"">Ətraflı burada</a></p> <p>&nbsp;</p>"
2292,Cafe De Costa Rica Coffee&Bar,10,Kofe,1664,Bakı,1644,"Bakı şəhəri, 23D Ayna Sultanova",+994 55 324 44 87,https://www.instagram.com/cafe.de.costa.elmler/,https://api.xalqbank.az/resized/fit52x52/center/temp/processing/cafe-de-costa-rica-150.jpg,"<p>Bakı şəhəri, 23D Ayna Sultanova</p> <p>Telefon: +994 55 324 44 87</p> <p><a href=""https://www.instagram.com/cafe.de.costa.elmler/"">Ətraflı burada</a></p> <p>&nbsp;</p>"
